index,name,desc,size,type,subtype,alignment,armor_class,hit_points,hit_dice,hit_points_roll,speed,strength,dexterity,constitution,intelligence,wisdom,charisma,proficiencies,damage_vulnerabilities,damage_resistances,damage_immunities,condition_immunities,senses,languages,challenge_rating,proficiency_bonus,xp,special_abilities,actions
black-bear,Black Bear,,Medium,beast,,unaligned,11,19,3d8,3d8+6,40 ft.,15,10,14,2,12,7,"","","","","","{""passive_perception"" => 13}","",0.5,2,100,The bear has advantage on Wisdom (Perception) checks that rely on smell.,"Multiattack, Bite, Claws"
black-dragon-wyrmling,Black Dragon Wyrmling,,Medium,dragon,,chaotic evil,17,33,6d8,6d8+6,30 ft.,15,14,13,10,11,13,"Saving Throw: DEX, Saving Throw: CON, Saving Throw: WIS, Saving Throw: CHA, Skill: Perception, Skill: Stealth","","",acid,"","{""blindsight"" => ""10 ft."", ""darkvision"" => ""60 ft."", ""passive_perception"" => 14}",Draconic,2,2,450,The dragon can breathe air and water.,"Bite, Acid Breath"
black-pudding,Black Pudding,,Large,ooze,,unaligned,7,85,10d10,10d10+30,20 ft.,16,5,16,1,6,1,"","","","acid, cold, lightning, slashing","{""index"" => ""blinded"", ""name"" => ""Blinded"", ""url"" => ""/api/2014/conditions/blinded""}, {""index"" => ""charmed"", ""name"" => ""Charmed"", ""url"" => ""/api/2014/conditions/charmed""}, {""index"" => ""exhaustion"", ""name"" => ""Exhaustion"", ""url"" => ""/api/2014/conditions/exhaustion""}, {""index"" => ""frightened"", ""name"" => ""Frightened"", ""url"" => ""/api/2014/conditions/frightened""}, {""index"" => ""prone"", ""name"" => ""Prone"", ""url"" => ""/api/2014/conditions/prone""}","{""blindsight"" => ""60 ft. (blind beyond this radius)"", ""passive_perception"" => 8}","",4,2,1100,"The pudding can move through a space as narrow as 1 inch wide without squeezing., A creature that touches the pudding or hits it with a melee attack while within 5 feet of it takes 4 (1d8) acid damage. Any nonmagical weapon made of metal or wood that hits the pudding corrodes. After dealing damage, the weapon takes a permanent and cumulative -1 penalty to damage rolls. If its penalty drops to -5, the weapon is destroyed. Nonmagical ammunition made of metal or wood that hits the pudding is destroyed after dealing damage. The pudding can eat through 2-inch-thick, nonmagical wood or metal in 1 round., The pudding can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.",Pseudopod
blink-dog,Blink Dog,"A blink dog takes its name from its ability to blink in and out of existence, a talent it uses to aid its attacks and to avoid harm.",Medium,fey,,lawful good,13,22,4d8,4d8+4,40 ft.,12,17,12,10,13,11,"Skill: Perception, Skill: Stealth","","","","","{""passive_perception"" => 10}","Blink Dog, understands Sylvan but can't speak it",0.25,2,50,The dog has advantage on Wisdom (Perception) checks that rely on hearing or smell.,"Bite, Teleport"
blood-hawk,Blood Hawk,"Taking its name from its crimson feathers and aggressive nature, the blood hawk fearlessly attacks almost any animal, stabbing it with its daggerlike beak. Blood hawks flock together in large numbers, attacking as a pack to take down prey.",Small,beast,,unaligned,12,7,2d6,2d6,10 ft.,6,14,10,3,14,5,Skill: Perception,"","","","","{""passive_perception"" => 14}","",0.125,2,25,"The hawk has advantage on Wisdom (Perception) checks that rely on sight., The hawk has advantage on an attack roll against a creature if at least one of the hawk's allies is within 5 ft. of the creature and the ally isn't incapacitated.",Beak
blue-dragon-wyrmling,Blue Dragon Wyrmling,,Medium,dragon,,lawful evil,17,52,8d8,8d8+16,30 ft.,17,10,15,12,11,15,"Saving Throw: DEX, Saving Throw: CON, Saving Throw: WIS, Saving Throw: CHA, Skill: Perception, Skill: Stealth","","",lightning,"","{""blindsight"" => ""10 ft."", ""darkvision"" => ""60 ft."", ""passive_perception"" => 14}",Draconic,3,2,700,"Bite, Lightning Breath"
boar,Boar,,Medium,beast,,unaligned,11,11,2d8,2d8+2,40 ft.,13,11,12,2,9,5,"","","","","","{""passive_perception"" => 9}","",0.25,2,50,"If the boar moves at least 20 ft. straight toward a target and then hits it with a tusk attack on the same turn, the target takes an extra 3 (1d6) slashing damage. If the target is a creature, it must succeed on a DC 11 Strength saving throw or be knocked prone., If the boar takes 7 damage or less that would reduce it to 0 hit points, it is reduced to 1 hit point instead.",Tusk
bone-devil,Bone Devil,,Large,fiend,devil,lawful evil,19,142,15d10,15d10+60,40 ft.,18,16,18,13,14,16,"Saving Throw: INT, Saving Throw: WIS, Saving Throw: CHA, Skill: Deception, Skill: Insight","","cold, bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered","fire, poison","{""index"" => ""poisoned"", ""name"" => ""Poisoned"", ""url"" => ""/api/2014/conditions/poisoned""}","{""darkvision"" => ""120 ft."", ""passive_perception"" => 12}","Infernal, telepathy 120 ft.",9,4,5000,"Magical darkness doesn't impede the devil's darkvision., The devil has advantage on saving throws against spells and other magical effects.","Multiattack, Claw, Sting"
brass-dragon-wyrmling,Brass Dragon Wyrmling,,Medium,dragon,,chaotic good,16,16,3d8,3d8+3,30 ft.,15,10,13,10,11,13,"Saving Throw: DEX, Saving Throw: CON, Saving Throw: WIS, Saving Throw: CHA, Skill: Perception, Skill: Stealth","","",fire,"","{""blindsight"" => ""10 ft."", ""darkvision"" => ""60 ft."", ""passive_perception"" => 14}",Draconic,1,2,100,"Bite, Breath Weapons"
bronze-dragon-wyrmling,Bronze Dragon Wyrmling,,Medium,dragon,,lawful good,17,32,5d8,5d8+10,30 ft.,17,10,15,12,11,15,"Saving Throw: DEX, Saving Throw: CON, Saving Throw: WIS, Saving Throw: CHA, Skill: Perception, Skill: Stealth","","",lightning,"","{""blindsight"" => ""10 ft."", ""darkvision"" => ""60 ft."", ""passive_perception"" => 14}",Draconic,2,2,450,The dragon can breathe air and water.,"Bite, Breath Weapons"
brown-bear,Brown Bear,,Large,beast,,unaligned,11,34,4d10,4d10+12,40 ft.,19,10,16,2,13,7,Skill: Perception,"","","","","{""passive_perception"" => 13}","",1,2,200,The bear has advantage on Wisdom (Perception) checks that rely on smell.,"Multiattack, Bite, Claws"
bugbear,Bugbear,,Medium,humanoid,goblinoid,chaotic evil,16,27,5d8,5d8+5,30 ft.,15,14,13,8,11,9,"Skill: Stealth, Skill: Survival","","","","","{""darkvision"" => ""60 ft."", ""passive_perception"" => 10}","Common, Goblin",1,2,200,"A melee weapon deals one extra die of its damage when the bugbear hits with it (included in the attack)., If the bugbear surprises a creature and hits it with an attack during the first round of combat, the target takes an extra 7 (2d6) damage from the attack.","Morningstar, Javelin"
bulette,Bulette,,Large,monstrosity,,unaligned,17,94,9d10,9d10+45,40 ft.,19,11,21,2,10,5,Skill: Perception,"","","","","{""darkvision"" => ""60 ft."", ""tremorsense"" => ""60 ft."", ""passive_perception"" => 16}","",5,3,1800,"The bulette's long jump is up to 30 ft. and its high jump is up to 15 ft., with or without a running start.","Bite, Deadly Leap"
camel,Camel,,Large,beast,,unaligned,9,15,2d10,2d10+4,50 ft.,16,8,14,2,8,5,"","","","","","{""passive_perception"" => 9}","",0.125,2,25,Bite
cat,Cat,,Tiny,beast,,unaligned,12,2,1d4,1d4,40 ft.,3,15,10,3,12,7,"Skill: Perception, Skill: Stealth","","","","","{""passive_perception"" => 13}","",0,2,10,The cat has advantage on Wisdom (Perception) checks that rely on smell.,Claws
centaur,Centaur,,Large,monstrosity,,neutral good,12,45,6d10,6d10+12,50 ft.,18,14,14,9,13,11,"Skill: Athletics, Skill: Perception, Skill: Survival","","","","","{""passive_perception"" => 13}","Elvish, Sylvan",2,2,450,"If the centaur moves at least 30 ft. straight toward a target and then hits it with a pike attack on the same turn, the target takes an extra 10 (3d6) piercing damage.","Multiattack, Pike, Hooves, Longbow"
chain-devil,Chain Devil,,Medium,fiend,devil,lawful evil,16,85,10d8,10d8+40,30 ft.,18,15,18,11,12,14,"Saving Throw: CON, Saving Throw: WIS, Saving Throw: CHA","","cold, bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered","fire, poison","{""index"" => ""poisoned"", ""name"" => ""Poisoned"", ""url"" => ""/api/2014/conditions/poisoned""}","{""darkvision"" => ""120 ft."", ""passive_perception"" => 11}","Infernal, telepathy 120 ft.",8,3,3900,"Magical darkness doesn't impede the devil's darkvision., The devil has advantage on saving throws against spells and other magical effects.","Multiattack, Chain, Animate Chains"
chimera,Chimera,,Large,monstrosity,,chaotic evil,14,114,12d10,12d10+48,30 ft.,19,11,19,3,14,10,Skill: Perception,"","","","","{""darkvision"" => ""60 ft."", ""passive_perception"" => 18}",understands Draconic but can't speak,6,3,2300,"Multiattack, Bite, Horns, Claws, Fire Breath"
chuul,Chuul,,Large,aberration,,chaotic evil,16,93,11d10,11d10+33,30 ft.,19,10,16,5,11,5,Skill: Perception,"","",poison,"{""index"" => ""poisoned"", ""name"" => ""Poisoned"", ""url"" => ""/api/2014/conditions/poisoned""}","{""darkvision"" => ""60 ft."", ""passive_perception"" => 14}",understands Deep Speech but can't speak,4,2,1100,"The chuul can breathe air and water., The chuul senses magic within 120 feet of it at will. This trait otherwise works like the detect magic spell but isn't itself magical.","Multiattack, Pincer, Tentacles"
clay-golem,Clay Golem,,Large,construct,,unaligned,14,133,14d10,14d10+56,20 ft.,20,9,18,3,8,1,"","","","acid, poison, psychic, bludgeoning, piercing, and slashing from nonmagical weapons that aren't adamantine","{""index"" => ""charmed"", ""name"" => ""Charmed"", ""url"" => ""/api/2014/conditions/charmed""}, {""index"" => ""exhaustion"", ""name"" => ""Exhaustion"", ""url"" => ""/api/2014/conditions/exhaustion""}, {""index"" => ""frightened"", ""name"" => ""Frightened"", ""url"" => ""/api/2014/conditions/frightened""}, {""index"" => ""paralyzed"", ""name"" => ""Paralyzed"", ""url"" => ""/api/2014/conditions/paralyzed""}, {""index"" => ""petrified"", ""name"" => ""Petrified"", ""url"" => ""/api/2014/conditions/petrified""}, {""index"" => ""poisoned"", ""name"" => ""Poisoned"", ""url"" => ""/api/2014/conditions/poisoned""}","{""darkvision"" => ""60 ft."", ""passive_perception"" => 9}",understands the languages of its creator but can't speak,9,4,5000,"Whenever the golem is subjected to acid damage, it takes no damage and instead regains a number of hit points equal to the acid damage dealt., Whenever the golem starts its turn with 60 hit points or fewer, roll a d6. On a 6, the golem goes berserk. On each of its turns while berserk, the golem attacks the nearest creature it can see. If no creature is near enough to move to and attack, the golem attacks an object, with preference for an object smaller than itself. Once the golem goes berserk, it continues to do so until it is destroyed or regains all its hit points., The golem is immune to any spell or effect that would alter its form., The golem has advantage on saving throws against spells and other magical effects., The golem's weapon attacks are magical.","Multiattack, Slam, Haste"
cloaker,Cloaker,,Large,aberration,,chaotic neutral,14,78,12d10,12d10+12,10 ft.,17,15,12,13,12,14,Skill: Stealth,"","","","","{""darkvision"" => ""60 ft."", ""passive_perception"" => 11}","Deep Speech, Undercommon",8,3,3900,"While attached to a creature, the cloaker takes only half the damage dealt to it (rounded down). and that creature takes the other half., While the cloaker remains motionless without its underside exposed, it is indistinguishable from a dark leather cloak., While in bright light, the cloaker has disadvantage on attack rolls and Wisdom (Perception) checks that rely on sight.","Multiattack, Bite, Tail, Moan, Phantasms"
cloud-giant,Cloud Giant,,Huge,giant,,neutral good (50%) or neutral evil (50%),14,200,16d12,16d12+96,40 ft.,27,10,22,12,16,16,"Saving Throw: CON, Saving Throw: WIS, Saving Throw: CHA, Skill: Insight, Skill: Perception","","","","","{""passive_perception"" => 17}","Common, Giant",9,4,5000,"The giant has advantage on Wisdom (Perception) checks that rely on smell., The giant's innate spellcasting ability is Charisma. It can innately cast the following spells, requiring no material components:

At will: detect magic, fog cloud, light
3/day each: feather fall, fly, misty step, telekinesis
1/day each: control weather, gaseous form","Multiattack, Morningstar, Rock"
cockatrice,Cockatrice,,Small,monstrosity,,unaligned,11,27,6d6,6d6+6,20 ft.,6,12,12,2,13,5,"","","","","","{""darkvision"" => ""60 ft."", ""passive_perception"" => 11}","",0.5,2,100,Bite
commoner,Commoner,"Commoners include peasants, serfs, slaves, servants, pilgrims, merchants, artisans, and hermits.",Medium,humanoid,any race,any alignment,10,4,1d8,1d8,30 ft.,10,10,10,10,10,10,"","","","","","{""passive_perception"" => 10}",any one language (usually Common),0,2,10,Club
constrictor-snake,Constrictor Snake,,Large,beast,,unaligned,12,13,2d10,2d10+2,30 ft.,15,14,12,1,10,3,"","","","","","{""blindsight"" => ""10 ft."", ""passive_perception"" => 10}","",0.25,2,50,"Bite, Constrict"
copper-dragon-wyrmling,Copper Dragon Wyrmling,,Medium,dragon,,chaotic good,16,22,4d8,4d8+4,30 ft.,15,12,13,14,11,13,"Saving Throw: DEX, Saving Throw: CON, Saving Throw: WIS, Saving Throw: CHA, Skill: Perception, Skill: Stealth","","",acid,"","{""blindsight"" => ""10 ft."", ""darkvision"" => ""60 ft."", ""passive_perception"" => 14}",Draconic,1,2,200,"Bite, Breath Weapons"
couatl,Couatl,,Medium,celestial,,lawful good,19,97,13d8,13d8+39,30 ft.,16,20,17,18,20,18,"Saving Throw: CON, Saving Throw: WIS, Saving Throw: CHA","",radiant,"psychic, bludgeoning, piercing, and slashing from nonmagical weapons","","{""truesight"" => ""120 ft."", ""passive_perception"" => 15}","all, telepathy 120 ft.",4,2,1100,"The couatl's spellcasting ability is Charisma (spell save DC 14). It can innately cast the following spells, requiring only verbal components:

At will: detect evil and good, detect magic, detect thoughts
3/day each: bless, create food and water, cure wounds, lesser restoration, protection from poison, sanctuary, shield
1/day each: dream, greater restoration, scrying, The couatl's weapon attacks are magical., The couatl is immune to scrying and to any effect that would sense its emotions, read its thoughts, or detect its location.","Bite, Constrict, Change Shape"
crab,Crab,,Tiny,beast,,unaligned,11,2,1d4,1d4,20 ft.,2,11,10,1,8,2,Skill: Stealth,"","","","","{""blindsight"" => ""30 ft."", ""passive_perception"" => 9}","",0,2,10,The crab can breathe air and water.,Claw
crocodile,Crocodile,,Large,beast,,unaligned,12,19,3d10,3d10+3,20 ft.,15,10,13,2,10,5,Skill: Stealth,"","","","","{""passive_perception"" => 10}","",0.5,2,100,The crocodile can hold its breath for 15 minutes.,Bite
cult-fanatic,Cult Fanatic,"Fanatics are often part of a cult’s leadership, using their charisma and dogma to influence and prey on those of weak will. Most are interested in personal power above all else.",Medium,humanoid,any race,any non-good alignment,13,22,6d8,6d8-5,30 ft.,11,14,12,10,13,14,"Skill: Deception, Skill: Persuasion, Skill: Religion","","","","","{""passive_perception"" => 11}",any one language (usually Common),2,2,450,"The fanatic has advantage on saving throws against being charmed or frightened., The fanatic is a 4th-level spellcaster. Its spell casting ability is Wisdom (spell save DC 11, +3 to hit with spell attacks). The fanatic has the following cleric spells prepared:

Cantrips (at will): light, sacred flame, thaumaturgy
- 1st level (4 slots): command, inflict wounds, shield of faith
- 2nd level (3 slots): hold person, spiritual weapon","Multiattack, Dagger"
